,classif,odor,habitat,cap_colour
5117,Etable,None,Leaves,Cinnamon
5118,Poisonous,Foul,Urban,White
5119,Poisonous,Foul,Grasses,White
5120,Poisonous,Foul,Urban,Buff
5121,Poisonous,Foul,Grasses,Buff
5122,Etable,None,Leaves,Cinnamon
5123,Poisonous,Foul,Woods,Gray
5124,Poisonous,Foul,Grasses,White
5126,Poisonous,None,Leaves,White
5127,Poisonous,Foul,Urban,Gray
5128,Poisonous,None,Leaves,White
5129,Poisonous,Foul,Grasses,Buff
5130,Poisonous,Foul,Urban,White
5131,Poisonous,None,Woods,Yellow
5134,Etable,None,Waste,Brown
5135,Etable,None,Waste,Buff
5136,Poisonous,Foul,Grasses,White
5137,Poisonous,None,Meadows,Buff
5138,Poisonous,Foul,Paths,Yellow
5140,Poisonous,None,Grasses,Buff
5141,Poisonous,Foul,Paths,Brown
5142,Poisonous,Fishy,Paths,Red
5143,Poisonous,Foul,Woods,Gray
5144,Etable,None,Waste,Red
5147,Poisonous,Fishy,Woods,Brown
5148,Etable,None,Leaves,Brown
5149,Poisonous,Foul,Paths,Brown
5150,Etable,None,Waste,Buff
5152,Poisonous,Foul,Paths,Yellow
5153,Poisonous,None,Meadows,Buff
5154,Poisonous,None,Woods,Brown
5155,Poisonous,Fishy,Leaves,Brown
5156,Poisonous,Foul,Grasses,Buff
5157,Poisonous,Foul,Grasses,Buff
5158,Poisonous,Foul,Paths,Yellow
5159,Poisonous,Foul,Grasses,Gray
5160,Poisonous,Foul,Leaves,Brown
5161,Poisonous,Foul,Grasses,Buff
5163,Etable,None,Waste,Red
5164,Poisonous,Foul,Grasses,Buff
5165,Poisonous,Foul,Grasses,White
5166,Etable,None,Waste,Red
5167,Poisonous,Foul,Paths,Yellow
5168,Poisonous,None,Woods,Brown
5169,Etable,None,Waste,Brown
5170,Poisonous,Foul,Grasses,Gray
5174,Poisonous,Foul,Woods,Yellow
5175,Etable,None,Waste,Pink
5176,Etable,None,Waste,Pink
5177,Poisonous,None,Grasses,White
5179,Etable,None,Waste,Brown
5180,Poisonous,Foul,Urban,Buff
5181,Poisonous,Foul,Grasses,Gray
5182,Poisonous,Foul,Woods,Yellow
5183,Poisonous,Foul,Urban,Buff
5184,Poisonous,Foul,Grasses,White
5185,Etable,None,Leaves,Cinnamon
5186,Poisonous,Fishy,Woods,Red
5187,Poisonous,Foul,Woods,Yellow
5188,Etable,None,Woods,White
5189,Poisonous,Foul,Paths,Yellow
5190,Poisonous,None,Grasses,Pink
5191,Poisonous,Foul,Urban,Gray
5192,Poisonous,Spicy,Woods,Brown
5193,Etable,None,Waste,Pink
5194,Poisonous,Foul,Leaves,Brown
5195,Poisonous,Foul,Paths,Gray
5196,Poisonous,Foul,Urban,Buff
5197,Etable,None,Waste,Pink
5199,Poisonous,Foul,Grasses,Gray
5200,Poisonous,Foul,Woods,Gray
5204,Poisonous,Foul,Woods,Yellow
5205,Poisonous,None,Woods,Brown
5206,Etable,None,Waste,Buff
5207,Poisonous,Foul,Grasses,Yellow
5208,Poisonous,Fishy,Leaves,Red
5210,Etable,None,Waste,Brown
5212,Poisonous,Fishy,Woods,Brown
5213,Poisonous,Foul,Urban,Gray
5215,Poisonous,None,Meadows,Pink
5217,Poisonous,Foul,Urban,White
5218,Poisonous,Fishy,Woods,Brown
5219,Etable,None,Waste,Brown
5220,Poisonous,Foul,Woods,Yellow
5221,Etable,None,Waste,Pink
5222,Poisonous,Foul,Urban,Gray
5223,Etable,None,Waste,Pink
5224,Poisonous,None,Woods,Brown
5225,Poisonous,Foul,Grasses,Buff
5226,Poisonous,Foul,Paths,Brown
5227,Poisonous,Foul,Woods,Brown
5228,Poisonous,Foul,Urban,Buff
5229,Poisonous,Foul,Leaves,Brown
5230,Etable,None,Waste,Pink
5231,Etable,None,Leaves,Cinnamon
5232,Poisonous,Foul,Grasses,Yellow
5233,Etable,None,Waste,Brown
5234,Poisonous,Foul,Paths,Gray
5235,Poisonous,Foul,Woods,Yellow
5237,Poisonous,None,Leaves,White
5238,Etable,None,Leaves,Brown
5241,Poisonous,None,Woods,Yellow
5242,Poisonous,Foul,Woods,Yellow
5244,Poisonous,Foul,Paths,Yellow
5245,Poisonous,Fishy,Paths,Brown
5246,Poisonous,Foul,Woods,Yellow
5248,Poisonous,None,Grasses,White
5249,Poisonous,Foul,Grasses,Yellow
5251,Poisonous,Foul,Grasses,Buff
5252,Etable,None,Waste,Buff
5253,Poisonous,Foul,Paths,Yellow
5255,Poisonous,None,Meadows,Buff
5256,Poisonous,Foul,Grasses,White
5257,Etable,None,Waste,Brown
5259,Poisonous,None,Woods,Yellow
5260,Poisonous,Foul,Grasses,Gray
5261,Poisonous,Foul,Woods,Yellow
5262,Poisonous,None,Woods,Brown
5263,Poisonous,Foul,Urban,Buff
5264,Etable,None,Waste,Red
5265,Poisonous,Foul,Woods,Brown
5267,Poisonous,Fishy,Leaves,Brown
5268,Poisonous,Foul,Urban,White
5269,Etable,None,Waste,Brown
5270,Poisonous,Foul,Grasses,Gray
5271,Etable,None,Waste,Buff
5272,Poisonous,Foul,Urban,White
5273,Etable,None,Leaves,Brown
5274,Poisonous,Spicy,Leaves,Brown
5275,Poisonous,Foul,Grasses,White
5276,Poisonous,Foul,Urban,Gray
5277,Poisonous,None,Woods,Yellow
5278,Poisonous,None,Meadows,White
5279,Poisonous,Foul,Paths,Yellow
5280,Etable,None,Waste,Pink
5282,Poisonous,Foul,Urban,Buff
5283,Etable,None,Woods,White
5284,Etable,None,Woods,Green
5285,Etable,None,Waste,Buff
5286,Poisonous,Foul,Grasses,Gray
5287,Poisonous,Fishy,Woods,Red
5288,Poisonous,Foul,Paths,Yellow
5289,Poisonous,Foul,Grasses,Gray
5290,Poisonous,Foul,Grasses,Buff
5291,Etable,None,Waste,Red
5292,Poisonous,Fishy,Woods,Red
5293,Poisonous,Foul,Grasses,Gray
5294,Poisonous,Foul,Woods,Yellow
5295,Etable,None,Waste,Brown
5297,Poisonous,Spicy,Leaves,Brown
5298,Poisonous,Foul,Grasses,White
5300,Poisonous,Foul,Grasses,Gray
5301,Poisonous,Foul,Paths,Gray
5303,Poisonous,Foul,Paths,Yellow
5304,Poisonous,Foul,Leaves,Brown
5305,Poisonous,Spicy,Leaves,Brown
5306,Etable,None,Waste,Red
5307,Poisonous,Foul,Urban,Gray
5308,Etable,None,Waste,Brown
5309,Etable,None,Waste,Red
5310,Poisonous,Foul,Paths,Brown
5311,Poisonous,None,Woods,Brown
5312,Poisonous,Spicy,Paths,Brown
5313,Etable,None,Waste,Buff
5314,Poisonous,Foul,Grasses,White
5315,Poisonous,Foul,Grasses,Yellow
5316,Etable,None,Waste,Brown
5317,Poisonous,None,Meadows,White
5318,Etable,None,Leaves,Brown
5319,Poisonous,Foul,Paths,Yellow
5320,Poisonous,Foul,Grasses,Buff
5323,Poisonous,Foul,Urban,Gray
5324,Poisonous,Foul,Paths,Brown
5325,Etable,None,Woods,White
5326,Poisonous,Spicy,Leaves,Brown
5327,Poisonous,Foul,Grasses,Gray
5328,Poisonous,Fishy,Leaves,Red
5329,Poisonous,Foul,Grasses,White
5330,Poisonous,Foul,Woods,Gray
5331,Poisonous,Foul,Urban,White
5332,Poisonous,None,Woods,Yellow
5333,Poisonous,Foul,Urban,White
5336,Poisonous,Foul,Urban,White
5337,Poisonous,Spicy,Paths,Brown
5338,Poisonous,None,Grasses,Pink
5339,Poisonous,Foul,Paths,Yellow
5340,Etable,None,Waste,Pink
5341,Poisonous,None,Grasses,Buff
5342,Poisonous,None,Woods,Yellow
5343,Poisonous,Foul,Paths,Yellow
5344,Etable,None,Leaves,Brown
5345,Etable,None,Leaves,Brown
5346,Poisonous,Fishy,Leaves,Brown
5347,Poisonous,Foul,Urban,Gray
5348,Poisonous,Foul,Urban,Buff
5350,Poisonous,Foul,Grasses,Buff
5351,Etable,None,Woods,Green
5354,Poisonous,Foul,Paths,Brown
5355,Poisonous,Foul,Grasses,Yellow
5356,Poisonous,Foul,Urban,White
5357,Poisonous,Foul,Urban,White
5358,Poisonous,Foul,Paths,Gray
5359,Poisonous,Foul,Paths,Yellow
5360,Poisonous,Foul,Woods,Brown
5361,Poisonous,None,Woods,Yellow
5362,Etable,None,Waste,Brown
5363,Poisonous,Foul,Woods,Yellow
5365,Poisonous,Fishy,Leaves,Brown
5367,Poisonous,Foul,Woods,Yellow
5368,Poisonous,Foul,Urban,White
5369,Poisonous,None,Meadows,Pink
5370,Poisonous,Foul,Grasses,Yellow
5371,Etable,None,Waste,Pink
5372,Poisonous,Foul,Grasses,Buff
5373,Poisonous,Foul,Grasses,White
5374,Poisonous,Foul,Grasses,White
5375,Poisonous,Foul,Woods,Brown
5378,Etable,None,Waste,Pink
5379,Poisonous,Spicy,Paths,Brown
5382,Etable,None,Waste,Buff
5383,Poisonous,Foul,Urban,Buff
5384,Etable,None,Leaves,Cinnamon
5385,Etable,None,Waste,Pink
5386,Etable,None,Leaves,Brown
5388,Poisonous,Foul,Urban,Gray
5389,Etable,None,Waste,Red
5391,Poisonous,Foul,Grasses,White
5393,Poisonous,Foul,Grasses,Buff
5394,Poisonous,None,Woods,Yellow
5395,Poisonous,Foul,Urban,White
5396,Poisonous,Foul,Grasses,Yellow
5397,Poisonous,Foul,Paths,Yellow
5398,Poisonous,None,Woods,Brown
5399,Poisonous,Foul,Paths,Yellow
5400,Poisonous,Foul,Paths,Yellow
5401,Etable,None,Leaves,Cinnamon
5402,Poisonous,Fishy,Woods,Red
5403,Poisonous,Foul,Grasses,White
5404,Poisonous,Foul,Paths,Brown
5406,Poisonous,Foul,Woods,Yellow
5408,Poisonous,Foul,Paths,Yellow
5410,Poisonous,Foul,Urban,Buff
5411,Poisonous,Fishy,Paths,Brown
5412,Poisonous,Foul,Paths,Yellow
5413,Etable,None,Waste,Brown
5414,Poisonous,Foul,Grasses,Yellow
5415,Etable,None,Waste,Buff
5416,Etable,None,Waste,Red
5417,Etable,None,Waste,Brown
5418,Poisonous,Foul,Urban,White
5420,Etable,None,Waste,Pink
5421,Etable,None,Waste,Red
5422,Poisonous,Foul,Woods,Yellow
5423,Poisonous,None,Meadows,Buff
5424,Poisonous,Foul,Urban,Buff
5425,Poisonous,Foul,Grasses,Gray
5426,Poisonous,Foul,Grasses,Buff
5427,Poisonous,Foul,Paths,Yellow
5428,Poisonous,Foul,Grasses,White
5431,Poisonous,Foul,Grasses,Yellow
5432,Poisonous,Foul,Woods,Brown
5433,Poisonous,Foul,Grasses,Buff
5434,Etable,None,Leaves,Cinnamon
5435,Poisonous,Foul,Urban,Gray
5436,Etable,None,Woods,Purple
5437,Poisonous,Foul,Paths,Yellow
5438,Poisonous,Foul,Grasses,Gray
5441,Poisonous,Spicy,Leaves,Brown
5442,Poisonous,Foul,Paths,Gray
5443,Etable,None,Waste,Pink
5444,Poisonous,Foul,Grasses,Gray
5446,Poisonous,Fishy,Paths,Brown
5447,Poisonous,Foul,Urban,Gray
5448,Poisonous,Fishy,Paths,Brown
5450,Poisonous,Foul,Urban,Gray
5451,Poisonous,Foul,Grasses,Gray
5452,Poisonous,Foul,Paths,Yellow
5453,Poisonous,Foul,Paths,Yellow
5454,Poisonous,Foul,Grasses,Gray
5455,Poisonous,Foul,Grasses,Yellow
5457,Poisonous,Foul,Urban,Buff
5459,Poisonous,Foul,Grasses,Gray
5460,Poisonous,Foul,Grasses,Buff
5461,Poisonous,Spicy,Woods,Brown
5462,Poisonous,Foul,Grasses,White
5463,Etable,None,Waste,Red
5464,Poisonous,None,Meadows,Buff
5465,Poisonous,Fishy,Paths,Brown
5466,Etable,None,Waste,Brown
5467,Poisonous,Foul,Urban,White
5468,Poisonous,Foul,Urban,White
5470,Poisonous,Foul,Grasses,White
5472,Poisonous,None,Grasses,Pink
5475,Poisonous,Foul,Woods,Yellow
5477,Poisonous,None,Meadows,White
5478,Poisonous,Foul,Grasses,Gray
5480,Poisonous,Foul,Grasses,White
5482,Poisonous,Foul,Urban,White
5483,Poisonous,Fishy,Paths,Brown
5484,Poisonous,Foul,Woods,Yellow
5485,Poisonous,Foul,Paths,Gray
5486,Poisonous,Foul,Paths,Gray
5487,Etable,None,Waste,Red
5488,Poisonous,Foul,Paths,Yellow
5489,Poisonous,Spicy,Woods,Brown
5490,Poisonous,Foul,Grasses,Buff
5492,Etable,None,Waste,Red
5493,Poisonous,None,Meadows,Pink
5494,Poisonous,None,Meadows,White
5496,Poisonous,Foul,Grasses,Yellow
5499,Poisonous,Foul,Grasses,White
5500,Poisonous,Foul,Urban,Buff
5501,Poisonous,Fishy,Paths,Brown
5502,Etable,None,Waste,Red
5503,Etable,None,Waste,Pink
5505,Poisonous,Foul,Grasses,Gray
5506,Poisonous,Foul,Grasses,Yellow
5509,Poisonous,Foul,Grasses,White
5510,Poisonous,Foul,Grasses,Gray
5511,Poisonous,Fishy,Leaves,Red
5513,Poisonous,Spicy,Woods,Brown
5514,Etable,None,Waste,Pink
5515,Etable,None,Woods,White
5516,Poisonous,Foul,Grasses,Yellow
5518,Poisonous,Foul,Woods,Yellow
5519,Poisonous,Spicy,Leaves,Brown
5520,Poisonous,Foul,Urban,Gray
5521,Poisonous,Spicy,Woods,Brown
5522,Etable,None,Leaves,Brown
5523,Poisonous,Foul,Urban,White
5524,Poisonous,Foul,Paths,Yellow
5525,Etable,None,Waste,Pink
5528,Etable,None,Woods,Green
5529,Poisonous,Foul,Leaves,Brown
5530,Poisonous,Fishy,Paths,Brown
5534,Etable,None,Waste,Brown
5535,Poisonous,Foul,Leaves,Brown
5536,Etable,None,Waste,Red
5537,Etable,None,Waste,Buff
5538,Etable,None,Waste,Brown
5539,Poisonous,Foul,Grasses,White
5540,Etable,None,Waste,Buff
5541,Poisonous,Foul,Grasses,Yellow
5542,Poisonous,Foul,Woods,Yellow
5543,Poisonous,Foul,Grasses,Yellow
5544,Etable,None,Waste,Red
5546,Etable,None,Leaves,Cinnamon
5547,Etable,None,Leaves,Brown
5548,Poisonous,None,Meadows,Pink
5549,Poisonous,Fishy,Paths,Brown
5550,Poisonous,Foul,Urban,Buff
5551,Etable,None,Woods,Green
5552,Poisonous,Foul,Grasses,Buff
5554,Poisonous,Fishy,Paths,Brown
5555,Poisonous,Foul,Urban,White
5558,Poisonous,Spicy,Paths,Brown
5561,Poisonous,Foul,Paths,Yellow
5564,Poisonous,Foul,Urban,White
5565,Poisonous,Foul,Grasses,Yellow
5566,Poisonous,None,Meadows,Buff
5567,Poisonous,Foul,Paths,Yellow
5568,Poisonous,Foul,Grasses,Gray
5569,Etable,None,Waste,Pink
5570,Etable,None,Waste,Brown
5571,Poisonous,None,Meadows,White
5572,Poisonous,Foul,Woods,Yellow
5573,Poisonous,Fishy,Woods,Red
5574,Poisonous,Foul,Grasses,Buff
5575,Poisonous,Foul,Grasses,Buff
5576,Poisonous,Spicy,Paths,Brown
5577,Poisonous,None,Grasses,Pink
5578,Etable,None,Leaves,Cinnamon
5579,Poisonous,Foul,Woods,Brown
5582,Etable,None,Leaves,Brown
5583,Poisonous,Fishy,Paths,Brown
5585,Poisonous,Fishy,Woods,Red
5586,Etable,None,Woods,Green
5588,Etable,None,Waste,Pink
5589,Poisonous,Fishy,Leaves,Brown
5591,Poisonous,Foul,Grasses,Gray
5592,Poisonous,Foul,Paths,Yellow
5593,Poisonous,None,Meadows,Pink
5596,Etable,None,Waste,Buff
5597,Poisonous,Foul,Urban,Buff
5598,Etable,None,Leaves,Cinnamon
5599,Etable,None,Woods,White
5601,Etable,None,Leaves,Brown
5604,Etable,None,Waste,Pink
5605,Poisonous,None,Meadows,White
5606,Poisonous,Foul,Leaves,Brown
5607,Poisonous,Foul,Grasses,Yellow
5608,Etable,None,Leaves,Brown
5609,Poisonous,Foul,Grasses,Gray
5610,Poisonous,None,Grasses,White
5611,Poisonous,Foul,Grasses,Gray
5612,Etable,None,Waste,Brown
5613,Poisonous,Foul,Woods,Yellow
5614,Poisonous,Spicy,Leaves,Brown
5615,Poisonous,Fishy,Paths,Red
5617,Poisonous,None,Grasses,White
5618,Poisonous,Foul,Urban,Buff
5619,Etable,None,Waste,Buff
5620,Etable,None,Leaves,Cinnamon
5621,Poisonous,Foul,Urban,White
5622,Etable,None,Waste,Pink
5625,Poisonous,Foul,Grasses,Yellow
5626,Poisonous,Foul,Grasses,Gray
5627,Poisonous,Foul,Paths,Yellow
5628,Etable,None,Waste,Red
5630,Etable,None,Leaves,Brown
5631,Poisonous,Foul,Woods,Yellow
5632,Poisonous,Foul,Woods,Gray
5633,Poisonous,None,Grasses,Buff
5634,Poisonous,Fishy,Paths,Red
5636,Poisonous,Foul,Paths,Yellow
5637,Poisonous,None,Grasses,White
5638,Etable,None,Waste,Red
5639,Poisonous,Foul,Paths,Yellow
5640,Etable,None,Waste,Brown
5641,Poisonous,None,Woods,Yellow
5642,Poisonous,Foul,Paths,Gray
5643,Poisonous,Foul,Grasses,Yellow
5644,Poisonous,Fishy,Paths,Red
5645,Etable,None,Waste,Buff
5646,Poisonous,Foul,Urban,White
5647,Poisonous,Foul,Grasses,White
5648,Poisonous,Foul,Woods,Gray
5649,Etable,None,Waste,Pink
5650,Poisonous,Foul,Grasses,Yellow
5651,Poisonous,Foul,Paths,Yellow
5653,Etable,None,Waste,Brown
5655,Poisonous,Foul,Grasses,Buff
5656,Poisonous,Foul,Woods,Gray
5657,Poisonous,Foul,Urban,Gray
5659,Poisonous,None,Woods,Brown
5660,Poisonous,Foul,Grasses,Buff
5661,Etable,None,Waste,Red
5662,Poisonous,Foul,Grasses,Yellow
5664,Etable,None,Leaves,Brown
5665,Poisonous,Foul,Grasses,Yellow
5666,Etable,None,Leaves,Cinnamon
5667,Poisonous,Foul,Paths,Gray
5668,Poisonous,Fishy,Paths,Brown
5669,Etable,None,Waste,Pink
5670,Poisonous,Foul,Grasses,Buff
5671,Poisonous,Foul,Woods,Gray
5672,Poisonous,Foul,Grasses,Yellow
5673,Poisonous,Fishy,Woods,Red
5674,Etable,None,Woods,Green
5675,Poisonous,Foul,Paths,Yellow
5676,Poisonous,Foul,Grasses,Gray
5677,Poisonous,Foul,Grasses,White
5678,Poisonous,Foul,Grasses,Buff
5679,Etable,None,Waste,Brown
5680,Poisonous,None,Woods,Yellow
5681,Etable,None,Woods,Purple
5684,Poisonous,Foul,Urban,White
5685,Poisonous,Foul,Woods,Yellow
5686,Etable,None,Waste,Buff
5688,Poisonous,Foul,Urban,Gray
5689,Poisonous,Foul,Paths,Gray
5690,Poisonous,Fishy,Leaves,Red
5691,Etable,None,Waste,Pink
5692,Etable,None,Waste,Pink
5694,Poisonous,Fishy,Woods,Brown
5695,Etable,None,Waste,Brown
5696,Poisonous,Foul,Grasses,Yellow
5697,Poisonous,Spicy,Woods,Brown
5698,Etable,None,Waste,Brown
5700,Poisonous,Foul,Paths,Yellow
5701,Poisonous,Foul,Paths,Yellow
5702,Etable,None,Leaves,Cinnamon
5703,Poisonous,None,Grasses,Buff
5705,Poisonous,Foul,Urban,Buff
5706,Poisonous,Foul,Grasses,Gray
5708,Poisonous,Foul,Urban,Gray
5709,Poisonous,Fishy,Paths,Red
5710,Poisonous,Foul,Urban,White
5712,Poisonous,Foul,Grasses,Buff
5714,Etable,None,Woods,White
5715,Etable,None,Waste,Pink
5717,Poisonous,None,Leaves,White
5718,Poisonous,Foul,Grasses,Gray
5719,Poisonous,Spicy,Paths,Brown
5720,Etable,None,Waste,Red
5721,Poisonous,Fishy,Woods,Brown
5722,Poisonous,Spicy,Paths,Brown
5723,Poisonous,Foul,Grasses,White
5724,Etable,None,Waste,Red
5725,Poisonous,Foul,Grasses,Buff
5726,Poisonous,None,Meadows,White
5728,Poisonous,Foul,Urban,Gray
5729,Poisonous,Foul,Grasses,White
5730,Poisonous,Foul,Grasses,Yellow
5731,Etable,None,Waste,Buff
5732,Etable,None,Waste,Brown
5733,Etable,None,Woods,Green
5734,Etable,None,Waste,Buff
5735,Poisonous,Foul,Urban,White
5736,Poisonous,Fishy,Woods,Brown
5737,Etable,None,Waste,Buff
5738,Poisonous,None,Grasses,White
5739,Poisonous,Foul,Urban,Buff
5741,Etable,None,Waste,Brown
5742,Poisonous,Foul,Grasses,Gray
5743,Etable,None,Waste,Pink
5744,Poisonous,None,Meadows,Buff
5747,Poisonous,Foul,Urban,Buff
5748,Etable,None,Leaves,Cinnamon
5749,Poisonous,Foul,Urban,Gray
5751,Poisonous,None,Meadows,Buff
5752,Poisonous,None,Grasses,Pink
5753,Poisonous,Foul,Grasses,White
5754,Etable,None,Waste,Brown
5755,Poisonous,Spicy,Leaves,Brown
5757,Etable,None,Waste,Buff
5759,Poisonous,Foul,Urban,Buff
5761,Poisonous,Fishy,Leaves,Brown
5762,Poisonous,Foul,Urban,White
5763,Poisonous,Foul,Urban,White
5764,Etable,None,Woods,Green
5765,Poisonous,Foul,Grasses,White
5769,Etable,None,Waste,Buff
5770,Poisonous,Foul,Woods,Brown
5771,Poisonous,Fishy,Leaves,Brown
5772,Poisonous,Foul,Urban,Buff
5773,Etable,None,Woods,Green
5774,Poisonous,None,Grasses,Pink
5775,Poisonous,Foul,Urban,Buff
5776,Etable,None,Leaves,Cinnamon
5777,Etable,None,Woods,Purple
5778,Poisonous,Foul,Urban,Buff
5780,Poisonous,Fishy,Leaves,Brown
5781,Etable,None,Waste,Pink
5782,Poisonous,None,Meadows,Pink
5783,Poisonous,None,Woods,Brown
5786,Poisonous,Foul,Grasses,Gray
5789,Poisonous,None,Meadows,Pink
5790,Poisonous,Spicy,Leaves,Brown
5792,Poisonous,Foul,Paths,Yellow
5795,Poisonous,Foul,Grasses,Yellow
5796,Poisonous,Foul,Paths,Yellow
5798,Poisonous,Foul,Urban,Gray
5801,Poisonous,Foul,Paths,Brown
5802,Poisonous,Foul,Grasses,White
5803,Poisonous,Foul,Grasses,Gray
5805,Poisonous,Foul,Grasses,Gray
5806,Poisonous,Foul,Urban,Buff
5807,Etable,None,Waste,Red
5808,Poisonous,Foul,Urban,Buff
5809,Poisonous,Foul,Woods,Yellow
5810,Poisonous,Foul,Woods,Brown
5811,Poisonous,Foul,Grasses,White
5812,Poisonous,Foul,Grasses,Gray
5814,Etable,None,Leaves,Cinnamon
5815,Poisonous,Spicy,Leaves,Brown
5816,Etable,None,Waste,Red
5817,Poisonous,Fishy,Leaves,Brown
5819,Poisonous,Fishy,Leaves,Red
5820,Etable,None,Waste,Brown
5821,Poisonous,Foul,Paths,Gray
5822,Poisonous,Foul,Urban,White
5825,Poisonous,Foul,Woods,Yellow
5826,Etable,None,Waste,Red
5828,Etable,None,Waste,Brown
5829,Poisonous,Foul,Woods,Yellow
5830,Poisonous,Foul,Grasses,White
5831,Poisonous,Spicy,Paths,Brown
5832,Poisonous,Foul,Grasses,Yellow
5834,Poisonous,Spicy,Woods,Brown
5835,Etable,None,Woods,White
5836,Etable,None,Woods,White
5837,Poisonous,Foul,Paths,Brown
5838,Poisonous,Foul,Urban,Gray
5839,Etable,None,Woods,Purple
5841,Poisonous,Foul,Woods,Yellow
5842,Poisonous,Foul,Grasses,Gray
5843,Poisonous,Foul,Paths,Yellow
5844,Poisonous,Foul,Grasses,Yellow
5845,Poisonous,Foul,Woods,Yellow
5846,Poisonous,Foul,Grasses,Gray
5847,Etable,None,Woods,Green
5848,Poisonous,Foul,Grasses,White
5849,Etable,None,Waste,Brown
5850,Poisonous,Spicy,Woods,Brown
5851,Poisonous,Foul,Grasses,Gray
5852,Poisonous,Foul,Grasses,Yellow
5853,Poisonous,None,Meadows,White
5854,Poisonous,Foul,Woods,Brown
5856,Poisonous,Foul,Grasses,Yellow
5857,Poisonous,Foul,Woods,Gray
5858,Etable,None,Waste,Red
5859,Etable,None,Waste,Buff
5860,Poisonous,Foul,Leaves,Brown
5861,Etable,None,Waste,Red
5862,Poisonous,None,Meadows,Buff
5864,Poisonous,Fishy,Paths,Red
5865,Etable,None,Waste,Buff
5866,Poisonous,Foul,Urban,Gray
5868,Poisonous,Spicy,Leaves,Brown
5870,Poisonous,Foul,Grasses,Yellow
5871,Poisonous,Foul,Leaves,Brown
5872,Poisonous,Spicy,Woods,Brown
5873,Poisonous,Foul,Urban,Gray
5874,Etable,None,Waste,Pink
5875,Etable,None,Woods,Purple
5876,Poisonous,Foul,Paths,Yellow
5877,Poisonous,Foul,Grasses,Gray
5879,Poisonous,Foul,Urban,Gray
5880,Poisonous,Foul,Grasses,Buff
5881,Poisonous,Foul,Grasses,Yellow
5882,Poisonous,None,Grasses,White
5883,Etable,None,Waste,Brown
5885,Poisonous,Foul,Paths,Yellow
5886,Etable,None,Waste,Buff
5887,Poisonous,Foul,Grasses,Buff
5888,Poisonous,Foul,Urban,Gray
5889,Poisonous,Foul,Urban,Buff
5890,Poisonous,Foul,Woods,Yellow
5891,Poisonous,Foul,Paths,Brown
5892,Poisonous,Foul,Urban,White
5893,Etable,None,Waste,Brown
5894,Etable,None,Waste,Red
5895,Etable,None,Woods,White
5896,Poisonous,Foul,Urban,Buff
5897,Poisonous,Foul,Urban,Gray
5898,Etable,None,Waste,Red
5900,Poisonous,Spicy,Leaves,Brown
5901,Poisonous,None,Grasses,White
5902,Poisonous,Foul,Woods,Gray
5903,Etable,None,Leaves,Brown
5904,Poisonous,Foul,Woods,Yellow
5905,Poisonous,Foul,Urban,White
5906,Etable,None,Waste,Buff
5907,Etable,None,Waste,Pink
5908,Poisonous,Foul,Grasses,Gray
5909,Poisonous,Foul,Paths,Gray
5910,Poisonous,Foul,Grasses,White
5911,Poisonous,Foul,Paths,Yellow
5912,Poisonous,Foul,Urban,White
5913,Etable,None,Waste,Brown
5914,Etable,None,Waste,Pink
5916,Etable,None,Waste,Buff
5917,Etable,None,Waste,Red
5918,Poisonous,Foul,Urban,Gray
5919,Poisonous,Foul,Urban,Buff
5922,Poisonous,Foul,Grasses,White
5923,Poisonous,Foul,Grasses,Yellow
5924,Poisonous,Foul,Woods,Yellow
5926,Poisonous,Foul,Paths,Gray
5928,Poisonous,Foul,Leaves,Brown
5929,Poisonous,None,Grasses,White
5930,Etable,None,Waste,Brown
5931,Poisonous,Fishy,Paths,Brown
5932,Poisonous,Fishy,Paths,Brown
5933,Poisonous,Foul,Paths,Brown
5935,Poisonous,None,Woods,Yellow
5936,Poisonous,Foul,Urban,Gray
5937,Etable,None,Waste,Pink
5938,Etable,None,Waste,Pink
5939,Etable,None,Waste,Brown
5942,Poisonous,Foul,Grasses,Gray
5943,Poisonous,Foul,Grasses,Yellow
5944,Poisonous,Spicy,Paths,Brown
5945,Poisonous,None,Grasses,Buff
5946,Poisonous,Foul,Urban,Buff
5947,Poisonous,None,Grasses,Buff
5948,Etable,None,Woods,White
5949,Etable,None,Leaves,Brown
5950,Poisonous,Foul,Paths,Yellow
5951,Poisonous,Foul,Grasses,Buff
5952,Poisonous,Foul,Grasses,Yellow
5953,Etable,None,Waste,Red
5956,Poisonous,Spicy,Paths,Brown
5958,Poisonous,Foul,Grasses,Yellow
5959,Poisonous,Foul,Grasses,Gray
5960,Poisonous,Foul,Woods,Brown
5961,Etable,None,Waste,Brown
5962,Etable,None,Leaves,Brown
5963,Poisonous,None,Grasses,Buff
5965,Poisonous,Foul,Grasses,Gray
5966,Poisonous,Spicy,Paths,Brown
5967,Poisonous,Foul,Woods,Gray
5968,Poisonous,Foul,Woods,Gray
5969,Poisonous,Foul,Grasses,Gray
5971,Poisonous,Fishy,Paths,Brown
5972,Poisonous,None,Meadows,Pink
5973,Poisonous,Fishy,Leaves,Red
5974,Poisonous,Foul,Grasses,Buff
5976,Etable,None,Waste,Red
5977,Poisonous,Foul,Grasses,Buff
5978,Etable,None,Leaves,Brown
5979,Poisonous,Foul,Woods,Yellow
5980,Etable,None,Woods,White
5982,Poisonous,None,Grasses,Pink
